type,path,status,added_date,description
page,/tailgate,deployed,pre-mar4,core feature
page,/throwback,deployed,pre-mar4,core feature
page,/records,deployed,pre-mar4,core feature
page,/activity-streak,deployed,pre-mar4,core feature
page,/horoscope,deployed,pre-mar4,core feature
page,/weekly-scorecard,deployed,pre-mar4,core feature
page,/graveyard-shift,deployed,pre-mar4,core feature
page,/twilight-zone,deployed,pre-mar4,core feature
page,/cigar/[brand],deployed,pre-mar4,core feature
page,/share,deployed,pre-mar4,core feature
page,/crown,deployed,pre-mar4,core feature
page,/settings,deployed,pre-mar4,core feature
page,/wishlist,deployed,pre-mar4,core feature
page,/first-smoke,deployed,pre-mar4,core feature
page,/council,deployed,pre-mar4,core feature
page,/legends,deployed,pre-mar4,core feature
page,/brunch,deployed,pre-mar4,core feature
page,/vibe-check,deployed,pre-mar4,core feature
page,/gallery,deployed,pre-mar4,core feature
page,/sunday-zen,deployed,pre-mar4,core feature
page,/sunday-sanctuary,deployed,pre-mar4,core feature
page,/milestones,deployed,pre-mar4,core feature
page,/last-call,deployed,pre-mar4,core feature
page,/weekend,deployed,pre-mar4,core feature
page,/last-puff,deployed,pre-mar4,core feature
page,/pairing-guide,deployed,pre-mar4,core feature
page,/trophy-room,deployed,pre-mar4,core feature
page,/poker-night,deployed,pre-mar4,core feature
page,/coffee,deployed,pre-mar4,core feature
page,/goodnight,deployed,pre-mar4,core feature
page,/lunch,deployed,pre-mar4,core feature
page,/discover,deployed,pre-mar4,core feature
page,/arcade,deployed,pre-mar4,core feature
page,/calendar,deployed,pre-mar4,core feature
page,/mood,deployed,pre-mar4,core feature
page,/weekend-forecast,deployed,pre-mar4,core feature
page,/observatory,deployed,pre-mar4,core feature
page,/friday-night-live,deployed,pre-mar4,core feature
page,/tgif,deployed,pre-mar4,core feature
page,/tier-list,deployed,pre-mar4,core feature
page,/evening,deployed,pre-mar4,core feature
page,/tonight,deployed,pre-mar4,core feature
page,/weekend-recap,deployed,pre-mar4,core feature
page,/quotes,deployed,pre-mar4,core feature
page,/race,deployed,pre-mar4,core feature
page,/sunday-funday,deployed,pre-mar4,core feature
page,/lazy-saturday,deployed,pre-mar4,core feature
page,/radio,deployed,pre-mar4,core feature
page,/smoke-score,deployed,pre-mar4,core feature
page,/(auth)/signup,deployed,pre-mar4,core feature
page,/(auth)/login,deployed,pre-mar4,core feature
page,/weekend-halftime,deployed,pre-mar4,core feature
page,/trivia,deployed,pre-mar4,core feature
page,/insomnia,deployed,pre-mar4,core feature
page,/time-capsule,deployed,pre-mar4,core feature
page,/happy-hour,deployed,pre-mar4,core feature
page,/page.tsx,deployed,pre-mar4,core feature
page,/patio,deployed,pre-mar4,core feature
page,/heatmap,deployed,pre-mar4,core feature
page,/bonfire,deployed,pre-mar4,core feature
page,/invite,deployed,pre-mar4,core feature
page,/mystats,deployed,pre-mar4,core feature
page,/flavor-dna,deployed,pre-mar4,core feature
api,/api/weekly-wrap,deployed,pre-mar4,core api
api,/api/upload,deployed,pre-mar4,core api
api,/api/brands,deployed,pre-mar4,core api
api,/api/insomniacs,deployed,pre-mar4,core api
api,/api/daily-crown,deployed,pre-mar4,core api
api,/api/smoke-race,deployed,pre-mar4,core api
api,/api/comments,deployed,pre-mar4,core api
api,/api/throne,deployed,pre-mar4,core api
api,/api/lucky-cigar,deployed,pre-mar4,core api
api,/api/leaderboard,deployed,pre-mar4,core api
api,/api/leaderboard/night-owls,deployed,pre-mar4,core api
api,/api/search,deployed,pre-mar4,core api
api,/api/smoke-personality,deployed,pre-mar4,core api
api,/api/checkins,deployed,pre-mar4,core api
api,/api/afternoon-break,deployed,pre-mar4,core api
api,/api/speakeasy,deployed,pre-mar4,core api
api,/api/suggested-follows,deployed,pre-mar4,core api
api,/api/compare,deployed,pre-mar4,core api
api,/api/rooftop,deployed,pre-mar4,core api
api,/api/smoke-awards,deployed,pre-mar4,core api
api,/api/the-deck,deployed,pre-mar4,core api
api,/api/brand/[brand]/also-enjoyed,deployed,pre-mar4,core api
api,/api/brand/[brand]/top-fans,deployed,pre-mar4,core api
api,/api/brand/[brand]/drink-pairings,deployed,pre-mar4,core api
api,/api/brand/[brand]/rating-distribution,deployed,pre-mar4,core api
api,/api/spread-love,deployed,pre-mar4,core api
api,/api/on-this-day,deployed,pre-mar4,core api
api,/api/smoke-fortune,deployed,pre-mar4,core api
api,/api/monthly-recap,deployed,pre-mar4,core api
api,/api/backyard-bbq,deployed,pre-mar4,core api
api,/api/daily-poll,deployed,pre-mar4,core api
api,/api/auth/logout,deployed,pre-mar4,core api
api,/api/auth/signup,deployed,pre-mar4,core api
api,/api/auth/me,deployed,pre-mar4,core api
api,/api/auth/login,deployed,pre-mar4,core api
api,/api/smoke-gym,deployed,pre-mar4,core api
api,/api/rising-stars,deployed,pre-mar4,core api
api,/api/weekly-victory,deployed,pre-mar4,core api
api,/api/admin/warm-up,deployed,pre-mar4,core api
api,/api/admin/first-smoke-nudge,deployed,pre-mar4,core api
api,/api/admin/daily-digest,deployed,pre-mar4,core api
api,/api/admin/win-back,deployed,pre-mar4,core api
api,/api/admin/monday-motivation,deployed,pre-mar4,core api
api,/api/admin/nudge-engagement,deployed,pre-mar4,core api
api,/api/admin/comeback-nudge,deployed,pre-mar4,core api
api,/api/admin/backfill-follows,deployed,pre-mar4,core api
api,/api/admin/normalize-brands,deployed,pre-mar4,core api
api,/api/admin/streak-reminder,deployed,pre-mar4,core api
api,/api/admin/streak-alert,deployed,pre-mar4,core api
api,/api/admin/backfill-welcome,deployed,pre-mar4,core api
api,/api/admin/comment-warmup,deployed,pre-mar4,core api
api,/api/admin/platform-stats,deployed,pre-mar4,core api
api,/api/throne-room,deployed,pre-mar4,core api
api,/api/night-thoughts,deployed,pre-mar4,core api
api,/api/late-show,deployed,pre-mar4,core api
api,/api/smoke-spots-explorer,deployed,pre-mar4,core api
api,/api/wishes,deployed,pre-mar4,core api
api,/api/flavors/[id],deployed,pre-mar4,core api
api,/api/sunday-sunrise,deployed,pre-mar4,core api
api,/api/shoutouts,deployed,pre-mar4,core api
api,/api/saturday-cartoons,deployed,pre-mar4,core api
api,/api/humidor/smoke,deployed,pre-mar4,core api
api,/api/humidor,deployed,pre-mar4,core api
api,/api/wind-down,deployed,pre-mar4,core api
api,/api/timer,deployed,pre-mar4,core api
api,/api/profile,deployed,pre-mar4,core api
api,/api/thursday-hub,deployed,pre-mar4,core api
api,/api/checkin/[id],deployed,pre-mar4,core api
api,/api/confessional,deployed,pre-mar4,core api
api,/api/confessional/react,deployed,pre-mar4,core api
api,/api/weekly-champions,deployed,pre-mar4,core api
api,/api/weekly-goals,deployed,pre-mar4,core api
api,/api/this-or-that,deployed,pre-mar4,core api
api,/api/guess-brand,deployed,pre-mar4,core api
api,/api/smoke-cinema,deployed,pre-mar4,core api
api,/api/sunday-scaries,deployed,pre-mar4,core api
api,/api/you-vs-community,deployed,pre-mar4,core api
api,/api/nightcap,deployed,pre-mar4,core api
api,/api/witching-hour,deployed,pre-mar4,core api
api,/api/personal-bests,deployed,pre-mar4,core api
api,/api/mood-match,deployed,pre-mar4,core api
api,/api/wake-bake,deployed,pre-mar4,core api
api,/api/dawn-patrol,deployed,pre-mar4,core api
api,/api/slots,deployed,pre-mar4,core api
api,/api/dead-of-night,deployed,pre-mar4,core api
api,/api/midweek-momentum,deployed,pre-mar4,core api
api,/api/smoke-oclock,deployed,pre-mar4,core api
api,/api/after-party,deployed,pre-mar4,core api
api,/api/hot-takes,deployed,pre-mar4,core api
api,/api/hot-takes/vote,deployed,pre-mar4,core api
api,/api/weekend-pledges,deployed,pre-mar4,core api
api,/api/smoke-bingo,deployed,pre-mar4,core api
api,/api/weekend-scoreboard,deployed,pre-mar4,core api
api,/api/brand-loyalty,deployed,pre-mar4,core api
api,/api/suggest,deployed,pre-mar4,core api
api,/api/follow,deployed,pre-mar4,core api
api,/api/sports-den,deployed,pre-mar4,core api
api,/api/daily-digest,deployed,pre-mar4,core api
api,/api/friday-spotlight,deployed,pre-mar4,core api
api,/api/notifications,deployed,pre-mar4,core api
api,/api/march-madness,deployed,pre-mar4,core api
api,/api/march-madness/vote,deployed,pre-mar4,core api
api,/api/brands-discovered,deployed,pre-mar4,core api
api,/api/weekly-recap,deployed,pre-mar4,core api
api,/api/brand-reunion,deployed,pre-mar4,core api
api,/api/mood-recommendations,deployed,pre-mar4,core api
api,/api/reactions,deployed,pre-mar4,core api
api,/api/verdict,deployed,pre-mar4,core api
api,/api/evening-lounge,deployed,pre-mar4,core api
api,/api/friday-eve,deployed,pre-mar4,core api
api,/api/sunrise,deployed,pre-mar4,core api
api,/api/weekend-kickoff,deployed,pre-mar4,core api
api,/api/morning-coffee,deployed,pre-mar4,core api
api,/api/soulmate,deployed,pre-mar4,core api
api,/api/sunday-paper,deployed,pre-mar4,core api
api,/api/mood-analytics,deployed,pre-mar4,core api
api,/api/feed,deployed,pre-mar4,core api
api,/api/hidden-gems,deployed,pre-mar4,core api
api,/api/images/[...path],deployed,pre-mar4,core api
api,/api/manifest,deployed,pre-mar4,core api
api,/api/victory-lap,deployed,pre-mar4,core api
api,/api/midnight-society,deployed,pre-mar4,core api
api,/api/flavor-recs,deployed,pre-mar4,core api
api,/api/spring-garden,deployed,pre-mar4,core api
api,/api/smoke-calendar,deployed,pre-mar4,core api
api,/api/daily-prompt,deployed,pre-mar4,core api
api,/api/void,deployed,pre-mar4,core api
api,/api/saturday-night,deployed,pre-mar4,core api
api,/api/onboarding,deployed,pre-mar4,core api
api,/api/daily-challenge,deployed,pre-mar4,core api
api,/api/brand-story/[brand],deployed,pre-mar4,core api
api,/api/throwback-thursday,deployed,pre-mar4,core api
api,/api/first-light,deployed,pre-mar4,core api
api,/api/new-month,deployed,pre-mar4,core api
api,/api/hello,deployed,pre-mar4,core api
api,/api/mvp-awards,deployed,pre-mar4,core api
api,/api/morning-brief,deployed,pre-mar4,core api
api,/api/shop-saturday,deployed,pre-mar4,core api
api,/api/community-challenge,deployed,pre-mar4,core api
api,/api/user/[username]/wishlist,deployed,pre-mar4,core api
api,/api/user/[username]/heatmap,deployed,pre-mar4,core api
api,/api/oracle,deployed,pre-mar4,core api
api,/api/smoke-roast,deployed,pre-mar4,core api
api,/api/community-goals,deployed,pre-mar4,core api
api,/api/pulse,deployed,pre-mar4,core api
api,/api/community-milestones,deployed,pre-mar4,core api
api,/api/hammock,deployed,pre-mar4,core api
api,/api/insights,deployed,pre-mar4,core api
api,/api/weekend-weather,deployed,pre-mar4,core api
api,/api/porch,deployed,pre-mar4,core api
api,/api/tailgate,deployed,pre-mar4,core api
api,/api/likes,deployed,pre-mar4,core api
api,/api/trending-week,deployed,pre-mar4,core api
api,/api/activity-streak,deployed,pre-mar4,core api
api,/api/horoscope,deployed,pre-mar4,core api
api,/api/weekly-scorecard,deployed,pre-mar4,core api
api,/api/taste-match,deployed,pre-mar4,core api
api,/api/graveyard-shift,deployed,pre-mar4,core api
api,/api/trending,deployed,pre-mar4,core api
api,/api/twilight-zone,deployed,pre-mar4,core api
api,/api/brand-of-week,deployed,pre-mar4,core api
api,/api/unsung-heroes,deployed,pre-mar4,core api
api,/api/streak,deployed,pre-mar4,core api
api,/api/live-smokers,deployed,pre-mar4,core api
api,/api/brand-leaderboard,deployed,pre-mar4,core api
api,/api/lunch-lounge,deployed,pre-mar4,core api
api,/api/brand-roulette,deployed,pre-mar4,core api
api,/api/smoke-council,deployed,pre-mar4,core api
api,/api/wishlist,deployed,pre-mar4,core api
api,/api/icons/[size],deployed,pre-mar4,core api
api,/api/smoke-twins,deployed,pre-mar4,core api
api,/api/stats,deployed,pre-mar4,core api
api,/api/rating-roulette,deployed,pre-mar4,core api
api,/api/legends,deployed,pre-mar4,core api
api,/api/featured,deployed,pre-mar4,core api
api,/api/brunch,deployed,pre-mar4,core api
api,/api/vibe-check,deployed,pre-mar4,core api
api,/api/gallery,deployed,pre-mar4,core api
api,/api/sunday-zen,deployed,pre-mar4,core api
api,/api/quick-smoke,deployed,pre-mar4,core api
api,/api/sunday-sanctuary,deployed,pre-mar4,core api
api,/api/activity,deployed,pre-mar4,core api
api,/api/milestones,deployed,pre-mar4,core api
api,/api/last-call,deployed,pre-mar4,core api
api,/api/tonights-pick,deployed,pre-mar4,core api
api,/api/last-puff,deployed,pre-mar4,core api
api,/api/badges,deployed,pre-mar4,core api
api,/api/pairing-guide,deployed,pre-mar4,core api
api,/api/trophy-room,deployed,pre-mar4,core api
api,/api/first-smoke-today,deployed,pre-mar4,core api
api,/api/poker-night,deployed,pre-mar4,core api
api,/api/goodnight,deployed,pre-mar4,core api
api,/api/brand-battle/history,deployed,pre-mar4,core api
api,/api/brand-battle,deployed,pre-mar4,core api
api,/api/discover,deployed,pre-mar4,core api
api,/api/social-mvps,deployed,pre-mar4,core api
api,/api/streak-freeze,deployed,pre-mar4,core api
api,/api/arcade,deployed,pre-mar4,core api
api,/api/calendar,deployed,pre-mar4,core api
api,/api/badge-rarity,deployed,pre-mar4,core api
api,/api/referral-check,deployed,pre-mar4,core api
api,/api/weekend-forecast,deployed,pre-mar4,core api
api,/api/observatory,deployed,pre-mar4,core api
api,/api/friday-night-live,deployed,pre-mar4,core api
api,/api/tgif,deployed,pre-mar4,core api
api,/api/hot-conversations,deployed,pre-mar4,core api
api,/api/tier-list,deployed,pre-mar4,core api
api,/api/weekend-recap,deployed,pre-mar4,core api
api,/api/smoke-heatmap,deployed,pre-mar4,core api
api,/api/mood-stats,deployed,pre-mar4,core api
api,/api/sunday-funday,deployed,pre-mar4,core api
api,/api/lazy-saturday,deployed,pre-mar4,core api
api,/api/active-smokers,deployed,pre-mar4,core api
api,/api/radio,deployed,pre-mar4,core api
api,/api/spirit-smoker,deployed,pre-mar4,core api
api,/api/smoke-score,deployed,pre-mar4,core api
api,/api/weekend-halftime,deployed,pre-mar4,core api
api,/api/trivia,deployed,pre-mar4,core api
api,/api/discover-people,deployed,pre-mar4,core api
api,/api/insomnia,deployed,pre-mar4,core api
api,/api/time-capsule,deployed,pre-mar4,core api
api,/api/happy-hour,deployed,pre-mar4,core api
api,/api/platform-stats,deployed,pre-mar4,core api
api,/api/patio,deployed,pre-mar4,core api
api,/api/recent-brands,deployed,pre-mar4,core api
api,/api/personal-records,deployed,pre-mar4,core api
api,/api/weekend-preview,deployed,pre-mar4,core api
api,/api/daily-tip,deployed,pre-mar4,core api
api,/api/following-feed,deployed,pre-mar4,core api
api,/api/follow-all,deployed,pre-mar4,core api
api,/api/late-night-lounge,deployed,pre-mar4,core api
api,/api/users/[username]/following,deployed,pre-mar4,core api
api,/api/users/[username],deployed,pre-mar4,core api
api,/api/users/[username]/followers,deployed,pre-mar4,core api
api,/api/users/suggested,deployed,pre-mar4,core api
api,/api/bonfire,deployed,pre-mar4,core api
api,/api/smoke-roulette,deployed,pre-mar4,core api
api,/api/smoke-weather,deployed,pre-mar4,core api
api,/api/invite,deployed,pre-mar4,core api
api,/api/mystats,deployed,pre-mar4,core api
api,/api/flavor-dna,deployed,pre-mar4,core api
